Invoice,InvoiceDate,CustomerID,Country,StockCode,Description,Category,Quantity,Price,TotalLine
INV0987,2025-06-01,59213,Netherlands,93207F,Set/4 Heart Shaped Coasters,Storage & Organization,11,86.72,953.92
INV5432,2025-06-01,49213,Unknown,78543H,French Blue Enamel Tea Pot,Kitchenware & Dining,5,50.58,252.89999999999998
INV2109,2025-06-01,50678,Australia,98765CN,Black & White Striped Rug,Textiles & Linens,22,61.52,1353.44
INV2109,2025-06-01,50678,Italy,98765CN,Black & White Striped Rug,Textiles & Linens,22,61.52,1353.44
INV2109,2025-06-01,50678,Finland,98765CN,Black & White Striped Rug,Textiles & Linens,22,61.52,1353.44
INV0987,2025-06-01,63210,Lithuania,84406AX,Orange & Yellow Stripe Throw,Home Decor & Furnishings,16,89.52,1432.32
INV0987,2025-06-01,63210,Canada,84406AX,Orange & Yellow Stripe Throw,Home Decor & Furnishings,16,89.52,1432.32
INV6543,2025-06-01,31245,Unknown,22045BM,Vintage Railway Poster Print,Wall Art & Signs,19,92.96,1766.2399999999998
INV9876,2025-06-01,55321,Denmark,54321BE,Metal Wall Art World Map,Wall Art & Signs,12,75.86,910.3199999999999
INV7654,2025-06-01,12583,EIRE,65432X,Retro Telephone Box Money Bank,Retro & Vintage,13,3.57,46.41
INV7654,2025-06-01,12583,Lebanon,65432X,Retro Telephone Box Money Bank,Retro & Vintage,13,3.57,46.41
INV0987,2025-06-01,49213,Unknown,30987CA,Set of 4 Wooden Animal Skittles,Kids & Toys,12,28.46,341.52
INV4321,2025-06-01,79213,Unknown,22045AU,Metal Butterfly Garden Ornament,Home Decor & Furnishings,6,92.65,555.9000000000001
INV2190,2025-06-02,74567,Unknown,86420BA,Miniature Ceramic Toadstool Set,Seasonal & Holiday,22,69.28,1524.16
INV2345,2025-06-02,49213,Unknown,65432BZ,Tiny Metal Suitcase Storage Box,Storage & Organization,10,87.78,877.8
INV5432,2025-06-02,44567,Unknown,98765N,Retro Camera Pencil Sharpener,Stationery & Office,17,1.32,22.44
INV8765,2025-06-02,22019,Germany,67890BY,Personalised Name Mug,Mugs & Drinkware,18,56.64,1019.52
INV8765,2025-06-02,22019,Netherlands,67890BY,Personalised Name Mug,Mugs & Drinkware,18,56.64,1019.52
INV7654,2025-06-02,77321,Unknown,24680P,Strawberry Ceramic Salt & Pepper Set,Kitchenware & Dining,2,24.19,48.38
INV4321,2025-06-02,84567,Denmark,98765T,Small Antique White Lantern,Home Decor & Furnishings,10,27.8,278.0
INV4321,2025-06-02,84567,United Arab Emirates,98765T,Small Antique White Lantern,Home Decor & Furnishings,10,27.8,278.0
INV1234,2025-06-02,25376,Spain,97531AJ,Ceramic Bathroom Set (4 Piece),Bath & Body,23,49.36,1135.28
INV0987,2025-06-02,14298,Unknown,84406AX,Orange & Yellow Stripe Throw,Home Decor & Furnishings,14,89.52,1253.28
INV8765,2025-06-02,46789,Unknown,67890BG,Grey Felt Laptop Sleeve,Textiles & Linens,5,31.93,159.65
INV8765,2025-06-02,55321,Denmark,22045CW,Retro Spotty Storage Tin,Unknown Category,2,38.4,76.8
INV0987,2025-06-02,43210,Unknown,56321CC,Silver Plated Cake Slice,Retro & Vintage,4,60.01,240.04
INV8765,2025-06-02,45321,Bahrain,85123AV,Union Jack Flag Beach Towel,Textiles & Linens,11,56.35,619.85
INV2190,2025-06-02,67321,Unknown,30987CA,Set of 4 Wooden Animal Skittles,Kids & Toys,23,28.46,654.58
INV4567,2025-06-02,93210,Canada,71053AE,Green Retro Metal Dustbin,Unknown Category,22,58.08,1277.76
INV4567,2025-06-02,93210,Unspecified,71053AE,Green Retro Metal Dustbin,Unknown Category,22,58.08,1277.76
INV4321,2025-06-03,19237,Unknown,13579O,Paper Chain Garland Rainbow,Textiles & Linens,20,50.19,1003.8
INV5432,2025-06-03,74567,Unknown,30987Y,Clear Glass Storage Jar with Lid,Unknown Category,18,70.53,1269.54
INV6789,2025-06-03,19237,Unknown,78543BJ,Set of 2 Silver Tealight Holders,Home Decor & Furnishings,11,67.86,746.46
INV4321,2025-06-03,74567,Unknown,78543BJ,Set of 2 Silver Tealight Holders,Home Decor & Furnishings,5,67.86,339.3
INV9876,2025-06-03,46789,Unknown,45678CM,Union Jack Teapot Warmer,Textiles & Linens,6,6.12,36.72
INV0987,2025-06-03,41329,Iceland,67890CQ,Miniature Wooden Bench,Home Decor & Furnishings,13,43.51,565.63
INV0987,2025-06-03,41329,Canada,67890CQ,Miniature Wooden Bench,Home Decor & Furnishings,13,43.51,565.63
INV0987,2025-06-03,41329,Belgium,67890CQ,Miniature Wooden Bench,Home Decor & Furnishings,13,43.51,565.63
INV4321,2025-06-03,48567,Channel Islands,12345BF,Rainbow Stripe Woven Rug,Textiles & Linens,23,7.87,181.01
INV7654,2025-06-03,81324,Unknown,24680AH,Large Canvas Storage Basket,Storage & Organization,12,56.62,679.4399999999999
INV8765,2025-06-03,44567,Unknown,98765N,Retro Camera Pencil Sharpener,Stationery & Office,5,1.32,6.6000000000000005
INV2345,2025-06-03,21340,Hong Kong,93207BL,Geometric Print Notebook A5,Stationery & Office,19,29.67,563.73
INV2345,2025-06-03,21340,Belgium,93207BL,Geometric Print Notebook A5,Stationery & Office,19,29.67,563.73
INV5678,2025-06-03,22019,Germany,13579AG,Gold Star Design Paper Napkins,Gifts & Novelty Items,4,14.77,59.08
INV5678,2025-06-03,22019,Netherlands,13579AG,Gold Star Design Paper Napkins,Gifts & Novelty Items,4,14.77,59.08
INV1098,2025-06-03,95321,Japan,78543BJ,Set of 2 Silver Tealight Holders,Home Decor & Furnishings,1,67.86,67.86
INV1098,2025-06-03,95321,United Kingdom,78543BJ,Set of 2 Silver Tealight Holders,Home Decor & Furnishings,1,67.86,67.86
INV2190,2025-06-03,53210,Unknown,93207AT,Set/3 Retro Wooden Spoons,Unknown Category,2,16.15,32.3
INV4567,2025-06-03,74567,Unknown,84406B,Vintage Union Jack Cushion Cover,Home Decor & Furnishings,7,76.3,534.1
INV2345,2025-06-04,33298,European Community,22045BM,Vintage Railway Poster Print,Wall Art & Signs,20,92.96,1859.1999999999998
INV2345,2025-06-04,33298,Japan,22045BM,Vintage Railway Poster Print,Wall Art & Signs,20,92.96,1859.1999999999998
INV2345,2025-06-04,33298,Japan,22045BM,Vintage Railway Poster Print,Wall Art & Signs,20,92.96,1859.1999999999998
INV4321,2025-06-04,46789,Unknown,78543CB,Rainbow Stripe Cotton Scarf,Textiles & Linens,17,67.84,1153.28
INV8765,2025-06-04,67321,Unknown,85123BN,Set/4 Coloured Plastic Tumblers,Kitchenware & Dining,3,38.87,116.60999999999999
INV8901,2025-06-04,71324,Unknown,67890CQ,Miniature Wooden Bench,Home Decor & Furnishings,9,43.51,391.59
INV5432,2025-06-04,99213,RSA,71053AW,Giant Pencil Eraser Set,Stationery & Office,17,61.15,1039.55
INV2109,2025-06-04,61324,Czech Republic,85123AD,Chalkboard Hanging Kitchen Sign,Wall Art & Signs,3,65.93,197.79000000000002
INV2109,2025-06-04,61324,RSA,85123AD,Chalkboard Hanging Kitchen Sign,Wall Art & Signs,3,65.93,197.79000000000002
INV2109,2025-06-04,61324,Brazil,85123AD,Chalkboard Hanging Kitchen Sign,Wall Art & Signs,3,65.93,197.79000000000002
INV2109,2025-06-04,66789,Unknown,93207AB,Hand Painted Ceramic Bird Dish,Unknown Category,15,98.24,1473.6
INV6543,2025-06-04,35109,RSA,71053BO,Wooden Chess Set Foldable,Unknown Category,14,38.71,541.94
INV6543,2025-06-04,35109,Israel,71053BO,Wooden Chess Set Foldable,Unknown Category,14,38.71,541.94
INV5432,2025-06-04,64567,Italy,56321CC,Silver Plated Cake Slice,Retro & Vintage,20,60.01,1200.2
INV5432,2025-06-04,64567,United Arab Emirates,56321CC,Silver Plated Cake Slice,Retro & Vintage,20,60.01,1200.2
INV7654,2025-06-04,57321,Saudi Arabia,93207AT,Set/3 Retro Wooden Spoons,Unknown Category,20,16.15,323.0
INV1234,2025-06-04,32654,Unknown,24680CJ,Small Woven Laundry Hamper,Storage & Organization,4,64.1,256.4
INV5678,2025-06-04,24133,France,22045CW,Retro Spotty Storage Tin,Unknown Category,14,38.4,537.6
INV5678,2025-06-04,24133,Singapore,22045CW,Retro Spotty Storage Tin,Unknown Category,14,38.4,537.6
INV1234,2025-06-04,24133,France,45678AK,White Wooden Love Heart Hook,Home Decor & Furnishings,12,24.33,291.96
INV1234,2025-06-04,24133,Singapore,45678AK,White Wooden Love Heart Hook,Home Decor & Furnishings,12,24.33,291.96
INV2190,2025-06-04,28422,Germany,45678AK,White Wooden Love Heart Hook,Home Decor & Furnishings,6,24.33,145.98
INV8765,2025-06-05,72789,Unknown,86420CK,Pineapple Shaped Trinket Dish,Storage & Organization,14,75.66,1059.24
INV5432,2025-06-05,60678,Unknown,93207BL,Geometric Print Notebook A5,Stationery & Office,2,29.67,59.34
INV8765,2025-06-05,17850,Israel,56321BK,Novelty Rubber Duck Bath Toy,Gifts & Novelty Items,4,28.55,114.2
INV9876,2025-06-05,28422,Germany,67890AO,Small Glass Water Carafe,Kitchenware & Dining,10,25.93,259.3
INV5432,2025-06-05,14298,Unknown,30987Y,Clear Glass Storage Jar with Lid,Unknown Category,17,70.53,1199.01
INV0987,2025-06-05,50678,Australia,67890BG,Grey Felt Laptop Sleeve,Textiles & Linens,20,31.93,638.6
INV0987,2025-06-05,50678,Italy,67890BG,Grey Felt Laptop Sleeve,Textiles & Linens,20,31.93,638.6
INV0987,2025-06-05,50678,Finland,67890BG,Grey Felt Laptop Sleeve,Textiles & Linens,20,31.93,638.6
INV2109,2025-06-05,24133,France,93207CD,Best Mum Hanging Plaque,Unknown Category,23,91.22,2098.06
INV2109,2025-06-05,24133,Singapore,93207CD,Best Mum Hanging Plaque,Unknown Category,23,91.22,2098.06
INV6543,2025-06-05,95321,Japan,12345BF,Rainbow Stripe Woven Rug,Textiles & Linens,24,7.87,188.88
INV6543,2025-06-05,95321,United Kingdom,12345BF,Rainbow Stripe Woven Rug,Textiles & Linens,24,7.87,188.88
INV8765,2025-06-05,66789,Unknown,22045BM,Vintage Railway Poster Print,Wall Art & Signs,19,92.96,1766.2399999999998
INV0987,2025-06-05,33298,European Community,54321U,Miniature Metal Wheelbarrow Planter,Unknown Category,24,45.37,1088.8799999999999
INV0987,2025-06-05,33298,Japan,54321U,Miniature Metal Wheelbarrow Planter,Unknown Category,24,45.37,1088.8799999999999
INV0987,2025-06-05,33298,Japan,54321U,Miniature Metal Wheelbarrow Planter,Unknown Category,24,45.37,1088.8799999999999
INV4567,2025-06-05,22019,Germany,22045CE,Set/3 Pastel Coloured Baskets,Unknown Category,7,69.65,487.55000000000007
INV4567,2025-06-05,22019,Netherlands,22045CE,Set/3 Pastel Coloured Baskets,Unknown Category,7,69.65,487.55000000000007
INV3456,2025-06-05,96789,Norway,78543AR,Children's Animal Print Apron,Kids & Toys,19,30.41,577.79
INV5678,2025-06-05,95321,Japan,30987Y,Clear Glass Storage Jar with Lid,Unknown Category,14,70.53,987.4200000000001
INV5678,2025-06-05,95321,United Kingdom,30987Y,Clear Glass Storage Jar with Lid,Unknown Category,14,70.53,987.4200000000001
INV8765,2025-06-05,85321,Unknown,22045BM,Vintage Railway Poster Print,Wall Art & Signs,9,92.96,836.64
INV6543,2025-06-06,41329,Iceland,78543CT,Green Leaf Print Window Film,Textiles & Linens,3,45.96,137.88
INV6543,2025-06-06,41329,Canada,78543CT,Green Leaf Print Window Film,Textiles & Linens,3,45.96,137.88
INV6543,2025-06-06,41329,Belgium,78543CT,Green Leaf Print Window Film,Textiles & Linens,3,45.96,137.88
INV6789,2025-06-06,58567,Cyprus,86420BA,Miniature Ceramic Toadstool Set,Seasonal & Holiday,0,69.28,0.0
INV6789,2025-06-06,58567,Australia,86420BA,Miniature Ceramic Toadstool Set,Seasonal & Holiday,0,69.28,0.0
INV1098,2025-06-06,45321,Bahrain,30987CS,Set/3 Small Tin Canisters,Storage & Organization,21,45.7,959.7
INV6543,2025-06-06,27183,Greece,71053AW,Giant Pencil Eraser Set,Stationery & Office,16,61.15,978.4
INV8765,2025-06-06,27183,Greece,71053BO,Wooden Chess Set Foldable,Unknown Category,6,38.71,232.26
INV8765,2025-06-06,13047,Unknown,22045E,Mini Wooden Christmas Tree Decoration,Gifts & Novelty Items,22,65.93,1450.46
INV7890,2025-06-06,19237,Unknown,24680AH,Large Canvas Storage Basket,Storage & Organization,10,56.62,566.1999999999999
INV8765,2025-06-06,23494,Unknown,22045E,Mini Wooden Christmas Tree Decoration,Gifts & Novelty Items,20,65.93,1318.6000000000001
INV2190,2025-06-06,60678,Unknown,45678S,Black Skull & Crossbone Lunch Box,Travel Accessories,4,39.38,157.52
INV6543,2025-06-06,30117,United Kingdom,24680AH,Large Canvas Storage Basket,Storage & Organization,8,56.62,452.96
INV3456,2025-06-06,46789,Unknown,22045CE,Set/3 Pastel Coloured Baskets,Unknown Category,20,69.65,1393.0
INV5432,2025-06-06,34567,Unknown,78543CB,Rainbow Stripe Cotton Scarf,Textiles & Linens,3,67.84,203.52
INV3456,2025-06-06,29583,Finland,45678S,Black Skull & Crossbone Lunch Box,Travel Accessories,13,39.38,511.94000000000005
INV0987,2025-06-06,55321,Denmark,85123AD,Chalkboard Hanging Kitchen Sign,Wall Art & Signs,19,65.93,1252.67
INV7890,2025-06-07,48567,Channel Islands,30987CS,Set/3 Small Tin Canisters,Storage & Organization,6,45.7,274.20000000000005
INV2109,2025-06-07,26710,United Arab Emirates,54321BE,Metal Wall Art World Map,Wall Art & Signs,12,75.86,910.3199999999999
INV2109,2025-06-07,26710,RSA,54321BE,Metal Wall Art World Map,Wall Art & Signs,12,75.86,910.3199999999999
INV2109,2025-06-07,26710,Italy,54321BE,Metal Wall Art World Map,Wall Art & Signs,12,75.86,910.3199999999999
INV3456,2025-06-07,28422,Germany,85123BN,Set/4 Coloured Plastic Tumblers,Kitchenware & Dining,7,38.87,272.09
INV4567,2025-06-07,57321,Saudi Arabia,30987CS,Set/3 Small Tin Canisters,Storage & Organization,10,45.7,457.0
INV8765,2025-06-07,29583,Finland,85123AV,Union Jack Flag Beach Towel,Textiles & Linens,0,56.35,0.0
INV8765,2025-06-07,61324,Czech Republic,67890BG,Grey Felt Laptop Sleeve,Textiles & Linens,24,31.93,766.3199999999999
INV8765,2025-06-07,61324,RSA,67890BG,Grey Felt Laptop Sleeve,Textiles & Linens,24,31.93,766.3199999999999
INV8765,2025-06-07,61324,Brazil,67890BG,Grey Felt Laptop Sleeve,Textiles & Linens,24,31.93,766.3199999999999
INV7890,2025-06-07,60678,Unknown,22045CW,Retro Spotty Storage Tin,Unknown Category,23,38.4,883.1999999999999
INV4321,2025-06-07,48567,Channel Islands,78543CB,Rainbow Stripe Cotton Scarf,Textiles & Linens,14,67.84,949.76
INV8765,2025-06-07,94567,Unknown,78543H,French Blue Enamel Tea Pot,Kitchenware & Dining,18,50.58,910.4399999999999
INV4321,2025-06-07,24133,France,13579AG,Gold Star Design Paper Napkins,Gifts & Novelty Items,3,14.77,44.31
INV4321,2025-06-07,24133,Singapore,13579AG,Gold Star Design Paper Napkins,Gifts & Novelty Items,3,14.77,44.31
INV4321,2025-06-07,37210,Malta,97531R,Floral Print Fabric Gift Wrap,Unknown Category,20,87.28,1745.6
INV0987,2025-06-07,94567,Unknown,54321BW,Gnome Garden Statue Small,Garden & Outdoor,0,9.2,0.0
INV5432,2025-06-07,84567,Denmark,78543H,French Blue Enamel Tea Pot,Kitchenware & Dining,7,50.58,354.06
INV5432,2025-06-07,84567,United Arab Emirates,78543H,French Blue Enamel Tea Pot,Kitchenware & Dining,7,50.58,354.06
INV2190,2025-06-07,76789,Unknown,71053BO,Wooden Chess Set Foldable,Unknown Category,20,38.71,774.2
INV2109,2025-06-08,81324,Unknown,71053AW,Giant Pencil Eraser Set,Stationery & Office,6,61.15,366.9
INV2190,2025-06-08,48567,Channel Islands,22045CW,Retro Spotty Storage Tin,Unknown Category,0,38.4,0.0
INV8765,2025-06-08,37210,Malta,22045E,Mini Wooden Christmas Tree Decoration,Gifts & Novelty Items,18,65.93,1186.7400000000002
INV6543,2025-06-08,61324,Czech Republic,56321G,Blue Spotty Shopping Bag,Storage & Organization,14,27.17,380.38
INV6543,2025-06-08,61324,RSA,56321G,Blue Spotty Shopping Bag,Storage & Organization,14,27.17,380.38
INV6543,2025-06-08,61324,Brazil,56321G,Blue Spotty Shopping Bag,Storage & Organization,14,27.17,380.38
INV4321,2025-06-08,30117,United Kingdom,13579AY,Blue Polka Dot Travel Mug,Bath & Body,1,33.99,33.99
INV1234,2025-06-08,94567,Unknown,56321AA,Knitted Sheep Hot Water Bottle Cover,Unknown Category,10,6.0,60.0
INV2109,2025-06-08,55321,Denmark,71053D,Ceramic Cherry Blossom Mug,Kitchenware & Dining,17,97.12,1651.04
INV6543,2025-06-08,57321,Saudi Arabia,56321CU,Wooden Pegs In A Bag,Unknown Category,6,70.4,422.40000000000003
INV2345,2025-06-08,64567,Italy,12345CP,Glass Skull Head Cocktail Mug,Gifts & Novelty Items,16,11.32,181.12
INV2345,2025-06-08,64567,United Arab Emirates,12345CP,Glass Skull Head Cocktail Mug,Gifts & Novelty Items,16,11.32,181.12
INV7890,2025-06-08,99213,RSA,12345BX,Wooden Bird Feeder Kit,Garden & Outdoor,9,14.13,127.17
INV2190,2025-06-08,33298,European Community,78543BJ,Set of 2 Silver Tealight Holders,Home Decor & Furnishings,10,67.86,678.6
INV2190,2025-06-08,33298,Japan,78543BJ,Set of 2 Silver Tealight Holders,Home Decor & Furnishings,10,67.86,678.6
INV2190,2025-06-08,33298,Japan,78543BJ,Set of 2 Silver Tealight Holders,Home Decor & Furnishings,10,67.86,678.6
INV6543,2025-06-08,32654,Unknown,45678S,Black Skull & Crossbone Lunch Box,Travel Accessories,18,39.38,708.84
INV8901,2025-06-08,63210,Lithuania,85123AD,Chalkboard Hanging Kitchen Sign,Wall Art & Signs,11,65.93,725.23
INV8901,2025-06-08,63210,Canada,85123AD,Chalkboard Hanging Kitchen Sign,Wall Art & Signs,11,65.93,725.23
INV1098,2025-06-08,43210,Unknown,71053AE,Green Retro Metal Dustbin,Unknown Category,7,58.08,406.56
INV8765,2025-06-09,29583,Finland,30987I,Birdhouse Design Key Holder,Gifts & Novelty Items,24,41.69,1000.56
INV2190,2025-06-09,31245,Unknown,67890CQ,Miniature Wooden Bench,Home Decor & Furnishings,8,43.51,348.08
INV2190,2025-06-09,38564,Italy,56321AA,Knitted Sheep Hot Water Bottle Cover,Unknown Category,7,6.0,42.0
INV2190,2025-06-09,87321,Unknown,65432J,Grow Your Own Basil Kit,Garden & Outdoor,3,2.48,7.4399999999999995
INV4321,2025-06-09,28422,Germany,97531R,Floral Print Fabric Gift Wrap,Unknown Category,12,87.28,1047.3600000000001
INV4321,2025-06-09,13047,Unknown,65432BH,Gold Star Confetti Pack,Gifts & Novelty Items,2,51.57,103.14
INV8901,2025-06-09,31245,Unknown,22045AC,Silver Plated Photo Frame 5x7,Home Decor & Furnishings,12,82.01,984.1200000000001
INV5432,2025-06-09,84567,Denmark,98765N,Retro Camera Pencil Sharpener,Stationery & Office,4,1.32,5.28
INV5432,2025-06-09,84567,United Arab Emirates,98765N,Retro Camera Pencil Sharpener,Stationery & Office,4,1.32,5.28
INV2190,2025-06-09,25376,Spain,12345BF,Rainbow Stripe Woven Rug,Textiles & Linens,1,7.87,7.87
INV8765,2025-06-09,46789,Unknown,45678CM,Union Jack Teapot Warmer,Textiles & Linens,19,6.12,116.28
INV8765,2025-06-09,98567,Unknown,97531AJ,Ceramic Bathroom Set (4 Piece),Bath & Body,4,49.36,197.44
INV9012,2025-06-09,96789,Norway,71053BO,Wooden Chess Set Foldable,Unknown Category,6,38.71,232.26
INV0987,2025-06-09,78567,Unknown,93207AT,Set/3 Retro Wooden Spoons,Unknown Category,20,16.15,323.0
INV1098,2025-06-09,79213,Unknown,78543CT,Green Leaf Print Window Film,Textiles & Linens,14,45.96,643.44
INV2109,2025-06-10,49213,Unknown,22045CE,Set/3 Pastel Coloured Baskets,Unknown Category,1,69.65,69.65
INV8765,2025-06-10,12583,EIRE,71053AE,Green Retro Metal Dustbin,Unknown Category,11,58.08,638.88
INV8765,2025-06-10,12583,Lebanon,71053AE,Green Retro Metal Dustbin,Unknown Category,11,58.08,638.88
INV1098,2025-06-10,89213,Unknown,84406BP,Miniature Terracotta Plant Pots,Garden & Outdoor,11,37.94,417.34
INV4321,2025-06-10,19237,Unknown,56321CC,Silver Plated Cake Slice,Retro & Vintage,8,60.01,480.08
INV4321,2025-06-10,34567,Unknown,67890W,Assorted Colour Glass Buttons,Gifts & Novelty Items,6,56.63,339.78000000000003
INV6543,2025-06-10,53210,Unknown,97531BB,Red & White Gingham Tablecloth,Kitchenware & Dining,3,34.93,104.78999999999999
INV0987,2025-06-10,30117,United Kingdom,67890BY,Personalised Name Mug,Mugs & Drinkware,14,56.64,792.96
INV0987,2025-06-10,50678,Australia,56321AA,Knitted Sheep Hot Water Bottle Cover,Unknown Category,2,6.0,12.0
INV0987,2025-06-10,50678,Italy,56321AA,Knitted Sheep Hot Water Bottle Cover,Unknown Category,2,6.0,12.0
INV0987,2025-06-10,50678,Finland,56321AA,Knitted Sheep Hot Water Bottle Cover,Unknown Category,2,6.0,12.0
INV2109,2025-06-10,72789,Unknown,13579BQ,Green Floral Garden Gloves,Garden & Outdoor,3,6.78,20.34
INV4321,2025-06-10,72789,Unknown,71053BO,Wooden Chess Set Foldable,Unknown Category,3,38.71,116.13
INV4321,2025-06-10,63210,Lithuania,78543AR,Children's Animal Print Apron,Kids & Toys,11,30.41,334.51
INV4321,2025-06-10,63210,Canada,78543AR,Children's Animal Print Apron,Kids & Toys,11,30.41,334.51
INV7654,2025-06-10,95321,Japan,13579BQ,Green Floral Garden Gloves,Garden & Outdoor,24,6.78,162.72
INV7654,2025-06-10,95321,United Kingdom,13579BQ,Green Floral Garden Gloves,Garden & Outdoor,24,6.78,162.72
INV7654,2025-06-10,98567,Unknown,12345CP,Glass Skull Head Cocktail Mug,Gifts & Novelty Items,23,11.32,260.36
INV2109,2025-06-10,98567,Unknown,13579BQ,Green Floral Garden Gloves,Garden & Outdoor,20,6.78,135.6
INV5432,2025-06-11,97321,Poland,98765N,Retro Camera Pencil Sharpener,Stationery & Office,8,1.32,10.56
INV5432,2025-06-11,97321,Italy,98765N,Retro Camera Pencil Sharpener,Stationery & Office,8,1.32,10.56
INV8765,2025-06-11,13767,Bahrain,12345AN,Pink Retro Spotty Shower Cap,Bath & Body,17,21.15,359.54999999999995
INV5678,2025-06-11,22019,Germany,12345V,Set/3 Polka Dot Storage Boxes,Storage & Organization,6,60.87,365.21999999999997
INV5678,2025-06-11,22019,Netherlands,12345V,Set/3 Polka Dot Storage Boxes,Storage & Organization,6,60.87,365.21999999999997
INV8765,2025-06-11,39201,Greece,98765N,Retro Camera Pencil Sharpener,Stationery & Office,6,1.32,7.92
INV8765,2025-06-11,22019,Germany,97531R,Floral Print Fabric Gift Wrap,Unknown Category,13,87.28,1134.64
INV8765,2025-06-11,22019,Netherlands,97531R,Floral Print Fabric Gift Wrap,Unknown Category,13,87.28,1134.64
INV8765,2025-06-11,38564,Italy,12345CP,Glass Skull Head Cocktail Mug,Gifts & Novelty Items,23,11.32,260.36
INV4567,2025-06-11,85321,Unknown,65432BZ,Tiny Metal Suitcase Storage Box,Storage & Organization,5,87.78,438.9
INV8765,2025-06-11,90678,Sweden,24680CJ,Small Woven Laundry Hamper,Storage & Organization,16,64.1,1025.6
INV8765,2025-06-11,90678,Japan,24680CJ,Small Woven Laundry Hamper,Storage & Organization,16,64.1,1025.6
INV7890,2025-06-11,49213,Unknown,54321BE,Metal Wall Art World Map,Wall Art & Signs,14,75.86,1062.04
INV2190,2025-06-11,20139,Brazil,54321AM,Set/5 Enamel Kitchen Utensils,Kitchenware & Dining,7,12.31,86.17
INV2190,2025-06-11,20139,Lebanon,54321AM,Set/5 Enamel Kitchen Utensils,Kitchenware & Dining,7,12.31,86.17
INV3456,2025-06-11,93210,Canada,13579O,Paper Chain Garland Rainbow,Textiles & Linens,14,50.19,702.66
INV3456,2025-06-11,93210,Unspecified,13579O,Paper Chain Garland Rainbow,Textiles & Linens,14,50.19,702.66
INV2109,2025-06-11,32654,Unknown,22045BM,Vintage Railway Poster Print,Wall Art & Signs,3,92.96,278.88
INV5432,2025-06-11,99213,RSA,22045AC,Silver Plated Photo Frame 5x7,Home Decor & Furnishings,8,82.01,656.08
INV7654,2025-06-11,64567,Italy,13579BQ,Green Floral Garden Gloves,Garden & Outdoor,20,6.78,135.6
INV7654,2025-06-11,64567,United Arab Emirates,13579BQ,Green Floral Garden Gloves,Garden & Outdoor,20,6.78,135.6
INV4321,2025-06-12,57321,Saudi Arabia,71053AW,Giant Pencil Eraser Set,Stationery & Office,23,61.15,1406.45
INV2109,2025-06-12,31245,Unknown,56321BK,Novelty Rubber Duck Bath Toy,Gifts & Novelty Items,22,28.55,628.1
INV5432,2025-06-12,63210,Lithuania,22045AU,Metal Butterfly Garden Ornament,Home Decor & Furnishings,15,92.65,1389.75
INV5432,2025-06-12,63210,Canada,22045AU,Metal Butterfly Garden Ornament,Home Decor & Furnishings,15,92.65,1389.75
INV6543,2025-06-12,39201,Greece,86420BS,Yellow Submarine Lunch Bag,Travel Accessories,22,58.07,1277.54
INV2190,2025-06-12,78567,Unknown,78543H,French Blue Enamel Tea Pot,Kitchenware & Dining,19,50.58,961.02
INV2190,2025-06-12,65321,Austria,67890CQ,Miniature Wooden Bench,Home Decor & Furnishings,9,43.51,391.59
INV2190,2025-06-12,65321,Bahrain,67890CQ,Miniature Wooden Bench,Home Decor & Furnishings,9,43.51,391.59
INV2190,2025-06-12,65321,Hong Kong,67890CQ,Miniature Wooden Bench,Home Decor & Furnishings,9,43.51,391.59
INV2190,2025-06-12,65321,Lebanon,67890CQ,Miniature Wooden Bench,Home Decor & Furnishings,9,43.51,391.59
INV2190,2025-06-12,65321,United Arab Emirates,67890CQ,Miniature Wooden Bench,Home Decor & Furnishings,9,43.51,391.59
INV0987,2025-06-12,15093,Saudi Arabia,22045AC,Silver Plated Photo Frame 5x7,Home Decor & Furnishings,8,82.01,656.08
INV5432,2025-06-12,85321,Unknown,93207AT,Set/3 Retro Wooden Spoons,Unknown Category,2,16.15,32.3
INV2190,2025-06-12,68567,Switzerland,86420BA,Miniature Ceramic Toadstool Set,Seasonal & Holiday,1,69.28,69.28
INV8901,2025-06-12,27183,Greece,30987CA,Set of 4 Wooden Animal Skittles,Kids & Toys,16,28.46,455.36
INV7654,2025-06-12,83210,Sweden,67890BY,Personalised Name Mug,Mugs & Drinkware,6,56.64,339.84000000000003
INV7654,2025-06-12,83210,United Kingdom,67890BY,Personalised Name Mug,Mugs & Drinkware,6,56.64,339.84000000000003
INV7654,2025-06-12,83210,Japan,67890BY,Personalised Name Mug,Mugs & Drinkware,6,56.64,339.84000000000003
INV7654,2025-06-12,83210,Iceland,67890BY,Personalised Name Mug,Mugs & Drinkware,6,56.64,339.84000000000003
INV5432,2025-06-12,51324,European Community,12345CP,Glass Skull Head Cocktail Mug,Gifts & Novelty Items,22,11.32,249.04000000000002
INV0987,2025-06-12,63210,Lithuania,54321BE,Metal Wall Art World Map,Wall Art & Signs,23,75.86,1744.78
INV0987,2025-06-12,63210,Canada,54321BE,Metal Wall Art World Map,Wall Art & Signs,23,75.86,1744.78
INV8765,2025-06-12,33298,European Community,98765N,Retro Camera Pencil Sharpener,Stationery & Office,21,1.32,27.720000000000002
INV8765,2025-06-12,33298,Japan,98765N,Retro Camera Pencil Sharpener,Stationery & Office,21,1.32,27.720000000000002
